nro_acta,codigo_territorial,codigo_mesa,nro_mesa,nro_votantes,partido1,partido2,partido3,partido4,votos_blancos,votos_nulos,registrado_por
ACTA-10303038003,10303,10303038003,3,605,8,40,66,97,30,10,1
ACTA-10304038004,10304,10304038004,4,558,106,95,110,96,21,27,1
ACTA-10401038005,10401,10401038005,5,733,180,14,83,48,0,9,1
ACTA-10402038006,10402,10402038006,6,735,83,115,60,119,7,28,1
ACTA-10403038007,10403,10403038007,7,200,33,44,28,15,3,10,1
ACTA-10404038008,10404,10404038008,8,234,26,4,44,33,2,7,1
ACTA-10405038009,10405,10405038009,9,946,131,3,86,67,8,1,1
ACTA-10501038010,10501,10501038010,10,209,31,17,22,36,3,7,1
ACTA-10101038011,10101,10101038011,11,633,153,55,66,100,22,25,1
ACTA-10102038012,10102,10102038012,12,917,38,119,98,17,4,5,1
ACTA-10103038013,10103,10103038013,13,942,102,59,59,4,0,36,1
ACTA-10201038014,10201,10201038014,14,809,106,145,38,1,31,19,1
ACTA-10202038015,10202,10202038015,15,683,78,42,65,37,2,5,1
ACTA-10301038016,10301,10301038016,16,217,52,22,31,20,9,7,1
ACTA-10302038017,10302,10302038017,17,860,100,88,122,40,25,9,1
ACTA-10303038018,10303,10303038018,18,256,47,59,14,34,8,7,1
ACTA-10304038019,10304,10304038019,19,447,41,41,86,0,19,10,1
ACTA-10401038020,10401,10401038020,20,489,28,13,28,75,20,16,1
ACTA-10402039001,10402,10402039001,1,394,20,21,70,31,15,11,1
ACTA-10403039002,10403,10403039002,2,225,28,2,12,0,10,8,1
ACTA-10404039003,10404,10404039003,3,654,74,55,52,129,21,26,1
ACTA-10405039004,10405,10405039004,4,891,139,135,49,169,4,36,1
ACTA-10501039005,10501,10501039005,5,155,27,13,25,20,6,5,1
ACTA-10101039006,10101,10101039006,6,797,11,118,124,14,30,33,1
ACTA-10102039007,10102,10102039007,7,280,5,43,54,1,11,8,1
ACTA-10103039008,10103,10103039008,8,152,17,12,22,19,1,1,1
ACTA-10201039009,10201,10201039009,9,235,10,39,6,30,0,1,1
ACTA-10202039010,10202,10202039010,10,776,42,14,28,47,24,14,1
ACTA-10301039011,10301,10301039011,11,654,97,48,65,43,10,28,1
ACTA-10302039012,10302,10302039012,12,416,20,65,67,80,17,9,1
ACTA-10303039013,10303,10303039013,13,878,10,194,6,135,1,8,1
ACTA-10304039014,10304,10304039014,14,153,14,16,25,15,1,1,1
ACTA-10401039015,10401,10401039015,15,713,67,113,3,0,24,30,1
ACTA-10402039016,10402,10402039016,16,733,72,105,86,58,11,24,1
ACTA-10403039017,10403,10403039017,17,184,9,1,2,0,0,9,1
ACTA-10404039018,10404,10404039018,18,639,126,11,4,110,22,5,1
ACTA-10405039019,10405,10405039019,19,810,162,65,61,28,32,17,1
ACTA-10501039020,10501,10501039020,20,172,25,18,28,3,8,2,1
ACTA-10101040001,10101,10101040001,1,849,200,37,144,159,36,41,1
ACTA-10102040002,10102,10102040002,2,513,79,123,88,6,23,15,1
ACTA-10103040003,10103,10103040003,3,764,172,5,135,129,27,20,1
ACTA-10201040004,10201,10201040004,4,207,19,24,37,34,0,9,1
ACTA-10202040005,10202,10202040005,5,811,98,35,110,54,14,34,1
ACTA-10301040006,10301,10301040006,6,822,195,94,89,144,25,12,1
ACTA-10302040007,10302,10302040007,7,344,19,71,34,63,0,14,1
ACTA-10303040008,10303,10303040008,8,661,136,101,104,122,31,11,1
ACTA-10304040009,10304,10304040009,9,656,38,94,59,87,22,16,1
ACTA-10401040010,10401,10401040010,10,381,28,4,43,42,19,7,1
ACTA-10402040011,10402,10402040011,11,383,23,19,5,62,19,4,1
ACTA-10403040012,10403,10403040012,12,943,163,138,184,99,13,11,1
ACTA-10404040013,10404,10404040013,13,830,71,95,134,37,34,17,1
ACTA-10405040014,10405,10405040014,14,200,8,30,17,36,4,8,1
ACTA-10501040015,10501,10501040015,15,443,11,102,75,24,19,8,1
ACTA-10101040016,10101,10101040016,16,867,210,194,134,145,22,1,1
ACTA-10102040017,10102,10102040017,17,263,56,57,46,32,8,10,1
ACTA-10103040018,10103,10103040018,18,874,151,99,83,105,42,12,1
ACTA-10201040019,10201,10201040019,19,693,155,99,44,60,26,9,1
ACTA-10202040020,10202,10202040020,20,553,10,79,16,41,23,10,1
ACTA-10301041001,10301,10301041001,1,612,129,119,99,93,4,17,1
ACTA-10302041002,10302,10302041002,2,536,73,118,101,51,0,14,1
ACTA-10303041003,10303,10303041003,3,808,79,21,141,97,4,26,1
ACTA-10304041004,10304,10304041004,4,754,183,84,32,81,29,2,1
ACTA-10401041005,10401,10401041005,5,305,71,68,58,20,8,13,1
ACTA-10402041006,10402,10402041006,6,421,10,55,3,63,3,11,1
ACTA-10403041007,10403,10403041007,7,670,135,89,26,93,23,7,1
ACTA-10404041008,10404,10404041008,8,872,204,129,69,44,15,22,1
ACTA-10405041009,10405,10405041009,9,397,47,88,58,73,0,7,1
ACTA-10501041010,10501,10501041010,10,839,172,155,125,158,6,17,1
ACTA-10101041011,10101,10101041011,11,398,6,0,79,0,7,19,1
ACTA-10102041012,10102,10102041012,12,439,86,42,55,63,10,4,1
ACTA-10103041013,10103,10103041013,13,575,10,11,68,52,10,10,1
ACTA-10201041014,10201,10201041014,14,265,42,29,28,9,13,7,1
ACTA-10202041015,10202,10202041015,15,465,92,12,4,52,2,9,1
ACTA-10301041016,10301,10301041016,16,551,64,82,75,57,22,15,1
ACTA-10302041017,10302,10302041017,17,218,34,28,7,8,10,4,1
ACTA-10303041018,10303,10303041018,18,234,56,22,6,23,0,1,1
ACTA-10304041019,10304,10304041019,19,689,76,134,20,126,23,7,1
ACTA-10401041020,10401,10401041020,20,828,158,190,36,13,35,22,1
ACTA-10402042001,10402,10402042001,1,788,129,77,71,6,19,20,1
ACTA-10403042002,10403,10403042002,2,803,7,120,73,141,18,34,1
ACTA-10404042003,10404,10404042003,3,173,18,35,17,9,7,6,1
ACTA-10405042004,10405,10405042004,4,219,8,0,25,12,4,0,1
ACTA-10501042005,10501,10501042005,5,754,122,105,60,103,1,29,1
ACTA-10101042006,10101,10101042006,6,625,92,74,95,81,29,27,1
ACTA-10102042007,10102,10102042007,7,741,143,5,141,94,34,36,1
ACTA-10103042008,10103,10103042008,8,830,166,193,10,95,7,9,1
ACTA-10201042009,10201,10201042009,9,417,99,26,49,25,8,20,1
ACTA-10202042010,10202,10202042010,10,444,42,110,47,88,15,14,1
ACTA-10301042011,10301,10301042011,11,484,22,77,35,7,0,11,1
ACTA-10302042012,10302,10302042012,12,368,65,58,15,45,3,9,1
ACTA-10303042013,10303,10303042013,13,331,73,39,37,20,8,8,1
ACTA-10304042014,10304,10304042014,14,240,46,10,27,5,2,3,1
ACTA-10401042015,10401,10401042015,15,412,21,16,21,69,0,15,1
ACTA-10402042016,10402,10402042016,16,903,209,46,65,101,16,12,1
ACTA-10403042017,10403,10403042017,17,477,30,28,63,87,21,13,1
ACTA-10404042018,10404,10404042018,18,327,41,32,57,59,1,0,1
ACTA-10405042019,10405,10405042019,19,557,126,125,63,31,3,6,1
ACTA-10501042020,10501,10501042020,20,947,16,88,87,187,29,3,1
ACTA-10101043001,10101,10101043001,1,532,48,101,55,28,11,16,1
ACTA-10102043002,10102,10102043002,2,786,187,188,147,2,24,38,1
ACTA-10103043003,10103,10103043003,3,250,29,47,38,12,5,2,1
ACTA-10201043004,10201,10201043004,4,264,35,40,47,40,8,0,1
ACTA-10202043005,10202,10202043005,5,798,133,61,50,60,35,0,1
ACTA-10301043006,10301,10301043006,6,394,23,87,70,51,5,8,1
ACTA-10302043007,10302,10302043007,7,895,210,89,62,160,27,5,1
ACTA-10303043008,10303,10303043008,8,268,29,38,26,35,11,0,1
ACTA-10304043009,10304,10304043009,9,710,114,67,61,124,1,18,1
ACTA-10401043010,10401,10401043010,10,927,49,53,14,153,22,44,1
ACTA-10402043011,10402,10402043011,11,670,42,13,112,88,13,8,1
ACTA-10403043012,10403,10403043012,12,342,23,57,29,15,0,11,1
ACTA-10404043013,10404,10404043013,13,886,189,120,80,31,24,8,1
ACTA-10405043014,10405,10405043014,14,183,35,17,1,7,2,1,1
ACTA-10501043015,10501,10501043015,15,466,33,58,49,64,10,0,1
ACTA-10101043016,10101,10101043016,16,234,49,58,30,38,5,11,1
ACTA-10102043017,10102,10102043017,17,226,14,45,24,41,8,9,1
ACTA-10103043018,10103,10103043018,18,614,52,17,7,7,16,0,1
ACTA-10201043019,10201,10201043019,19,342,42,79,25,24,8,11,1
ACTA-10202043020,10202,10202043020,20,539,107,133,39,94,15,7,1
ACTA-10301044001,10301,10301044001,1,694,61,36,128,51,28,30,1
ACTA-10302044002,10302,10302044002,2,200,17,18,0,23,7,10,1
ACTA-10303044003,10303,10303044003,3,628,67,65,121,56,7,13,1
ACTA-10304044004,10304,10304044004,4,321,35,65,19,38,0,16,1
ACTA-10401044005,10401,10401044005,5,638,78,123,93,14,3,25,1
ACTA-10402044006,10402,10402044006,6,466,31,45,77,56,17,8,1
ACTA-10403044007,10403,10403044007,7,780,194,100,31,22,24,22,1
ACTA-10404044008,10404,10404044008,8,881,4,86,95,121,15,19,1
ACTA-10405044009,10405,10405044009,9,913,85,222,86,33,36,22,1
ACTA-10501044010,10501,10501044010,10,196,42,34,10,9,9,5,1
ACTA-10101044011,10101,10101044011,11,478,56,77,82,77,10,16,1
ACTA-10102044012,10102,10102044012,12,344,56,56,14,62,2,3,1
ACTA-10103044013,10103,10103044013,13,752,137,21,6,147,26,36,1
ACTA-10201044014,10201,10201044014,14,433,103,102,23,85,21,7,1
ACTA-10202044015,10202,10202044015,15,812,135,141,65,55,30,11,1
ACTA-10301044016,10301,10301044016,16,622,96,146,116,87,21,22,1
ACTA-10302044017,10302,10302044017,17,735,11,38,97,80,20,2,1
ACTA-10303044018,10303,10303044018,18,203,1,5,7,31,7,9,1
ACTA-10304044019,10304,10304044019,19,451,81,105,42,51,14,0,1
ACTA-10401044020,10401,10401044020,20,351,20,29,50,61,1,9,1
ACTA-10402045001,10402,10402045001,1,610,81,58,96,108,19,24,1
ACTA-10403045002,10403,10403045002,2,928,208,150,13,63,38,1,1
ACTA-10404045003,10404,10404045003,3,803,76,75,7,27,25,21,1
ACTA-10405045004,10405,10405045004,4,689,63,42,51,25,21,5,1
ACTA-10501045005,10501,10501045005,5,883,109,131,129,88,40,18,1
ACTA-10101045006,10101,10101045006,6,396,13,67,73,64,10,7,1
ACTA-10102045007,10102,10102045007,7,852,155,144,111,30,29,30,1
ACTA-10103045008,10103,10103045008,8,544,2,136,83,42,26,23,1
ACTA-10201045009,10201,10201045009,9,621,55,101,10,36,7,31,1
ACTA-10202045010,10202,10202045010,10,430,17,3,82,12,8,11,1
ACTA-10301045011,10301,10301045011,11,649,53,1,110,12,28,32,1
ACTA-10302045012,10302,10302045012,12,508,53,97,40,79,10,1,1
ACTA-10303045013,10303,10303045013,13,168,3,8,18,21,4,0,1
ACTA-10304045014,10304,10304045014,14,405,67,12,61,38,9,3,1
ACTA-10401045015,10401,10401045015,15,558,38,11,49,8,1,7,1
ACTA-10402045016,10402,10402045016,16,843,193,21,15,92,18,24,1
ACTA-10403045017,10403,10403045017,17,664,38,152,33,11,24,3,1
ACTA-10404045018,10404,10404045018,18,616,74,142,84,109,1,22,1
ACTA-10405045019,10405,10405045019,19,866,129,92,118,128,10,2,1
ACTA-10501045020,10501,10501045020,20,441,60,31,86,6,12,14,1
ACTA-10101046001,10101,10101046001,1,725,38,53,103,36,30,5,1
ACTA-10102046002,10102,10102046002,2,350,43,71,54,18,6,15,1
ACTA-10103046003,10103,10103046003,3,685,71,48,49,63,26,12,1
ACTA-10201046004,10201,10201046004,4,578,99,22,14,0,13,8,1
ACTA-10202046005,10202,10202046005,5,618,117,139,56,111,22,29,1
ACTA-10301046006,10301,10301046006,6,402,77,0,66,75,6,14,1
ACTA-10302046007,10302,10302046007,7,466,57,68,48,51,10,5,1
ACTA-10303046008,10303,10303046008,8,187,32,29,6,5,0,5,1
ACTA-10304046009,10304,10304046009,9,526,92,90,12,90,16,10,1
ACTA-10401046010,10401,10401046010,10,413,25,51,52,7,2,12,1
ACTA-10402046011,10402,10402046011,11,809,130,62,63,55,7,39,1
ACTA-10403046012,10403,10403046012,12,323,20,12,56,57,1,8,1
ACTA-10404046013,10404,10404046013,13,440,27,59,64,4,1,15,1
ACTA-10405046014,10405,10405046014,14,919,220,212,71,143,39,18,1
ACTA-10501046015,10501,10501046015,15,736,129,38,123,20,9,27,1
ACTA-10101046016,10101,10101046016,16,421,61,80,12,7,21,4,1
ACTA-10102046017,10102,10102046017,17,830,7,98,160,9,0,34,1
ACTA-10103046018,10103,10103046018,18,228,1,40,5,1,11,3,1
ACTA-10201046019,10201,10201046019,19,535,21,131,15,27,22,23,1
ACTA-10202046020,10202,10202046020,20,251,38,47,38,41,6,1,1
ACTA-10301047001,10301,10301047001,1,499,19,89,42,25,21,1,1
ACTA-10302047002,10302,10302047002,2,716,70,14,70,20,13,11,1
ACTA-10303047003,10303,10303047003,3,673,61,56,49,34,19,28,1
ACTA-10304047004,10304,10304047004,4,546,94,128,77,64,13,1,1
ACTA-10401047005,10401,10401047005,5,760,29,20,10,35,10,32,1
ACTA-10402047006,10402,10402047006,6,805,193,113,96,157,13,31,1
ACTA-10403047007,10403,10403047007,7,569,45,49,60,33,3,24,1
ACTA-10404047008,10404,10404047008,8,191,34,45,0,17,2,6,1
ACTA-10405047009,10405,10405047009,9,250,43,47,28,24,6,1,1
ACTA-10501047010,10501,10501047010,10,497,102,93,45,47,0,17,1
ACTA-10101047011,10101,10101047011,11,733,172,55,69,32,8,0,1
ACTA-10102047012,10102,10102047012,12,943,124,26,12,183,40,1,1
ACTA-10103047013,10103,10103047013,13,245,30,20,38,43,0,11,1
ACTA-10201047014,10201,10201047014,14,154,20,36,23,21,7,0,1
ACTA-10202047015,10202,10202047015,15,326,29,56,38,3,8,8,1
ACTA-10301047016,10301,10301047016,16,865,110,114,7,147,10,1,1
ACTA-10302047017,10302,10302047017,17,753,87,164,150,52,12,21,1
ACTA-10303047018,10303,10303047018,18,931,98,83,107,84,43,15,1
ACTA-10304047019,10304,10304047019,19,495,55,78,88,19,22,2,1
ACTA-10401047020,10401,10401047020,20,735,7,18,120,7,13,22,1
ACTA-10402048001,10402,10402048001,1,152,17,11,25,11,0,0,1
ACTA-10403048002,10403,10403048002,2,930,64,130,4,91,6,14,1
ACTA-10404048003,10404,10404048003,3,200,47,48,14,25,9,6,1
ACTA-10405048004,10405,10405048004,4,238,23,43,17,22,11,11,1
ACTA-10501048005,10501,10501048005,5,748,141,186,119,93,20,30,1
ACTA-10101048006,10101,10101048006,6,187,28,20,6,8,5,7,1
ACTA-10102048007,10102,10102048007,7,507,16,34,73,75,2,9,1
ACTA-10103048008,10103,10103048008,8,482,112,13,63,21,14,5,1
ACTA-10201048009,10201,10201048009,9,902,71,27,145,89,27,22,1
ACTA-10202048010,10202,10202048010,10,548,14,82,36,25,21,12,1
ACTA-10301048011,10301,10301048011,11,657,164,103,14,40,22,8,1
ACTA-10302048012,10302,10302048012,12,352,76,13,50,70,8,13,1
ACTA-10303048013,10303,10303048013,13,239,34,18,40,3,4,11,1
ACTA-10304048014,10304,10304048014,14,433,42,38,27,27,5,17,1
ACTA-10401048015,10401,10401048015,15,591,44,74,99,38,6,7,1
ACTA-10402048016,10402,10402048016,16,844,133,105,142,14,22,12,1
ACTA-10403048017,10403,10403048017,17,877,199,41,170,69,30,36,1
ACTA-10404048018,10404,10404048018,18,706,84,11,89,137,9,32,1
ACTA-10405048019,10405,10405048019,19,558,133,22,66,0,6,16,1
ACTA-10501048020,10501,10501048020,20,901,49,19,109,159,23,16,1
ACTA-10101049001,10101,10101049001,1,637,55,107,85,31,24,14,1
ACTA-10102049002,10102,10102049002,2,541,76,23,60,25,0,6,1
ACTA-10103049003,10103,10103049003,3,716,102,179,5,33,16,3,1
ACTA-10201049004,10201,10201049004,4,725,88,60,19,122,25,21,1
ACTA-10202049005,10202,10202049005,5,652,31,27,90,85,23,3,1
ACTA-10301049006,10301,10301049006,6,892,141,23,15,121,22,42,1
ACTA-10302049007,10302,10302049007,7,255,21,57,30,35,0,7,1
ACTA-10303049008,10303,10303049008,8,742,173,64,36,96,13,11,1
ACTA-10304049009,10304,10304049009,9,277,49,12,47,24,9,13,1
ACTA-10401049010,10401,10401049010,10,635,158,66,110,71,29,18,1
ACTA-10402049011,10402,10402049011,11,229,22,32,23,14,8,10,1
ACTA-10403049012,10403,10403049012,12,513,86,43,72,61,3,10,1
ACTA-10404049013,10404,10404049013,13,605,100,54,71,69,5,24,1
ACTA-10405049014,10405,10405049014,14,788,83,129,149,148,18,10,1
ACTA-10501049015,10501,10501049015,15,904,187,7,155,55,22,3,1
ACTA-10101049016,10101,10101049016,16,902,56,167,96,27,14,26,1
ACTA-10102049017,10102,10102049017,17,570,61,18,18,105,5,18,1
ACTA-10103049018,10103,10103049018,18,539,43,13,94,63,0,14,1
ACTA-10201049019,10201,10201049019,19,577,27,13,81,28,12,13,1
ACTA-10202049020,10202,10202049020,20,552,133,96,40,1,27,1,1
ACTA-10301050001,10301,10301050001,1,467,83,90,61,79,20,23,1
ACTA-10302050002,10302,10302050002,2,298,31,27,22,55,1,3,1
ACTA-10303050003,10303,10303050003,3,916,112,34,182,67,34,36,1
ACTA-10304050004,10304,10304050004,4,294,29,0,35,49,11,6,1
ACTA-10401050005,10401,10401050005,5,550,39,85,96,85,14,23,1
ACTA-10402050006,10402,10402050006,6,198,1,33,30,2,5,6,1
ACTA-10403050007,10403,10403050007,7,655,36,156,43,16,16,16,1
ACTA-10404050008,10404,10404050008,8,367,36,64,57,62,10,8,1
ACTA-10405050009,10405,10405050009,9,897,94,139,1,128,21,25,1
ACTA-10501050010,10501,10501050010,10,298,39,14,46,11,1,5,1
ACTA-10101050011,10101,10101050011,11,492,90,57,85,97,22,12,1
ACTA-10102050012,10102,10102050012,12,364,27,31,26,37,13,17,1
ACTA-10103050013,10103,10103050013,13,287,2,43,30,52,9,12,1
ACTA-10201050014,10201,10201050014,14,194,23,40,2,16,2,3,1
ACTA-10202050015,10202,10202050015,15,212,32,24,7,2,1,7,1
ACTA-10301050016,10301,10301050016,16,176,1,38,19,25,3,8,1
ACTA-10302050017,10302,10302050017,17,790,47,74,15,158,9,19,1
ACTA-10303050018,10303,10303050018,18,392,79,65,47,16,7,17,1
ACTA-10304050019,10304,10304050019,19,463,65,63,88,81,2,5,1
ACTA-10401050020,10401,10401050020,20,801,178,171,49,67,4,18,1
ACTA-10402051001,10402,10402051001,1,369,24,38,36,31,1,12,1
ACTA-10403051002,10403,10403051002,2,519,117,51,82,57,3,21,1
ACTA-10404051003,10404,10404051003,3,257,46,23,29,3,3,11,1
ACTA-10405051004,10405,10405051004,4,587,18,73,51,18,16,24,1
ACTA-10501051005,10501,10501051005,5,915,147,143,92,178,15,39,1
ACTA-10101051006,10101,10101051006,6,714,21,96,134,69,3,18,1
ACTA-10102051007,10102,10102051007,7,779,165,74,97,68,0,10,1
ACTA-10103051008,10103,10103051008,8,738,80,129,95,137,13,6,1
ACTA-10201051009,10201,10201051009,9,210,7,31,30,27,4,1,1
ACTA-10202051010,10202,10202051010,10,321,45,33,63,43,1,13,1
ACTA-10301051011,10301,10301051011,11,468,3,99,52,24,9,15,1
ACTA-10302051012,10302,10302051012,12,352,75,41,60,8,4,16,1
ACTA-10303051013,10303,10303051013,13,662,61,72,123,121,26,11,1
ACTA-10304051014,10304,10304051014,14,390,87,38,48,49,13,14,1
ACTA-10401051015,10401,10401051015,15,574,42,77,73,20,2,25,1
ACTA-10402051016,10402,10402051016,16,361,32,27,3,55,18,13,1
ACTA-10403051017,10403,10403051017,17,692,141,134,83,69,32,18,1
ACTA-10404051018,10404,10404051018,18,911,186,211,88,43,27,26,1
ACTA-10405051019,10405,10405051019,19,403,86,62,60,28,1,18,1
ACTA-10501051020,10501,10501051020,20,218,35,52,30,42,8,2,1
ACTA-10101052001,10101,10101052001,1,545,116,41,8,55,17,4,1
ACTA-10102052002,10102,10102052002,2,820,63,143,133,89,26,20,1
ACTA-10103052003,10103,10103052003,3,893,80,41,94,166,20,22,1
ACTA-10201052004,10201,10201052004,4,229,16,40,45,11,9,10,1
ACTA-10202052005,10202,10202052005,5,521,42,75,87,1,23,16,1
ACTA-10301052006,10301,10301052006,6,169,9,14,31,21,7,3,1
ACTA-10302052007,10302,10302052007,7,651,22,96,66,8,2,19,1
ACTA-10303052008,10303,10303052008,8,607,62,131,39,54,20,6,1
ACTA-10304052009,10304,10304052009,9,534,71,50,69,69,11,16,1
ACTA-10401052010,10401,10401052010,10,673,160,154,71,129,14,23,1
ACTA-10402052011,10402,10402052011,11,906,65,130,135,66,31,40,1
ACTA-10403052012,10403,10403052012,12,477,107,88,23,66,22,22,1
ACTA-10404052013,10404,10404052013,13,446,85,5,78,27,14,9,1
ACTA-10405052014,10405,10405052014,14,751,162,69,87,2,14,25,1
ACTA-10501052015,10501,10501052015,15,377,93,48,62,5,5,5,1
ACTA-10101052016,10101,10101052016,16,514,124,84,47,90,6,19,1
ACTA-10102052017,10102,10102052017,17,665,22,105,79,74,28,5,1
ACTA-10103052018,10103,10103052018,18,595,148,40,36,59,25,15,1
ACTA-10201052019,10201,10201052019,19,829,11,153,157,2,22,40,1
ACTA-10202052020,10202,10202052020,20,622,77,64,84,78,9,18,1
ACTA-10301053001,10301,10301053001,1,162,23,30,4,30,1,5,1
ACTA-10302053002,10302,10302053002,2,373,0,91,9,6,11,12,1
ACTA-10303053003,10303,10303053003,3,327,0,6,49,39,8,6,1
ACTA-10304053004,10304,10304053004,4,368,56,40,12,22,15,10,1
ACTA-10401053005,10401,10401053005,5,355,72,62,8,28,2,15,1
ACTA-10402053006,10402,10402053006,6,562,58,94,38,55,1,21,1
ACTA-10403053007,10403,10403053007,7,725,45,69,33,34,18,30,1
ACTA-10404053008,10404,10404053008,8,586,22,105,42,62,25,5,1
ACTA-10405053009,10405,10405053009,9,906,10,37,22,102,37,13,1
ACTA-10501053010,10501,10501053010,10,809,200,178,6,61,30,25,1
ACTA-10101053011,10101,10101053011,11,503,4,21,14,67,4,2,1
ACTA-10102053012,10102,10102053012,12,404,72,89,21,43,6,19,1
ACTA-10103053013,10103,10103053013,13,182,11,0,18,10,2,5,1
ACTA-10201053014,10201,10201053014,14,205,12,25,29,26,0,6,1
ACTA-10202053015,10202,10202053015,15,705,99,111,136,85,17,9,1
ACTA-10301053016,10301,10301053016,16,536,118,24,102,42,1,12,1
ACTA-10302053017,10302,10302053017,17,709,171,114,22,105,18,12,1
ACTA-10303053018,10303,10303053018,18,870,93,146,38,171,31,28,1
ACTA-10304053019,10304,10304053019,19,592,142,65,67,35,28,0,1
ACTA-10401053020,10401,10401053020,20,847,144,14,105,142,36,12,1
ACTA-10402054001,10402,10402054001,1,538,25,121,78,67,7,13,1
ACTA-10403054002,10403,10403054002,2,153,21,30,6,21,0,3,1
ACTA-10404054003,10404,10404054003,3,601,147,82,1,3,6,18,1
ACTA-10405054004,10405,10405054004,4,415,14,2,15,16,0,11,1
ACTA-10501054005,10501,10501054005,5,731,12,106,7,93,16,32,1
ACTA-10101054006,10101,10101054006,6,239,59,34,35,23,1,4,1
ACTA-10102054007,10102,10102054007,7,874,22,127,3,24,7,12,1
ACTA-10103054008,10103,10103054008,8,239,23,6,45,8,11,2,1
ACTA-10201054009,10201,10201054009,9,471,67,58,64,80,17,4,1
ACTA-10202054010,10202,10202054010,10,950,120,52,36,1,29,39,1
ACTA-10301054011,10301,10301054011,11,317,76,16,58,41,10,5,1
ACTA-10302054012,10302,10302054012,12,607,40,62,51,26,13,15,1
ACTA-10303054013,10303,10303054013,13,166,38,26,23,21,8,5,1
ACTA-10304054014,10304,10304054014,14,864,165,206,156,97,41,10,1
ACTA-10401054015,10401,10401054015,15,381,70,67,52,69,19,3,1
ACTA-10402054016,10402,10402054016,16,176,17,36,7,11,7,2,1
ACTA-10403054017,10403,10403054017,17,349,59,21,35,45,9,12,1
ACTA-10404054018,10404,10404054018,18,839,27,203,28,27,32,23,1
ACTA-10405054019,10405,10405054019,19,759,85,67,51,19,27,27,1
ACTA-10501054020,10501,10501054020,20,452,59,109,80,55,8,1,1
ACTA-10101055001,10101,10101055001,1,858,45,200,165,143,39,2,1
ACTA-10102055002,10102,10102055002,2,254,52,50,11,46,0,10,1
ACTA-10103055003,10103,10103055003,3,823,103,76,106,137,5,12,1
ACTA-10201055004,10201,10201055004,4,189,30,8,15,7,9,9,1
ACTA-10202055005,10202,10202055005,5,347,60,30,51,44,12,6,1
ACTA-10301055006,10301,10301055006,6,275,41,4,53,6,9,5,1
ACTA-10302055007,10302,10302055007,7,281,13,19,31,47,6,11,1
ACTA-10303055008,10303,10303055008,8,500,18,120,48,91,2,3,1
ACTA-10304055009,10304,10304055009,9,341,10,23,52,41,8,0,1
ACTA-10401055010,10401,10401055010,10,794,18,79,96,27,32,28,1
ACTA-10402055011,10402,10402055011,11,755,15,87,129,59,5,27,1
ACTA-10403055012,10403,10403055012,12,230,6,20,2,46,7,7,1
ACTA-10404055013,10404,10404055013,13,868,76,64,170,125,7,14,1
ACTA-10405055014,10405,10405055014,14,232,30,7,2,15,0,6,1
ACTA-10501055015,10501,10501055015,15,693,126,100,132,100,13,13,1
ACTA-10101055016,10101,10101055016,16,633,110,85,17,94,2,21,1
ACTA-10102055017,10102,10102055017,17,384,36,75,53,8,7,12,1
ACTA-10103055018,10103,10103055018,18,640,109,33,101,64,4,28,1
ACTA-10201055019,10201,10201055019,19,366,31,32,46,24,8,5,1
ACTA-10202055020,10202,10202055020,20,807,164,73,137,18,4,34,1
ACTA-10301056001,10301,10301056001,1,931,109,1,159,67,21,1,1
ACTA-10302056002,10302,10302056002,2,561,126,91,54,94,24,9,1
ACTA-10303056003,10303,10303056003,3,150,3,11,19,20,2,0,1
ACTA-10304056004,10304,10304056004,4,274,29,36,28,29,3,8,1
ACTA-10401056005,10401,10401056005,5,341,19,35,65,63,13,2,1
ACTA-10402056006,10402,10402056006,6,368,40,85,33,61,6,14,1
ACTA-10403056007,10403,10403056007,7,532,103,62,93,99,11,0,1
ACTA-10404056008,10404,10404056008,8,796,137,45,16,41,12,32,1
ACTA-10405056009,10405,10405056009,9,711,35,61,6,94,22,27,1
ACTA-10501056010,10501,10501056010,10,336,76,25,16,39,3,0,1
ACTA-10101056011,10101,10101056011,11,799,104,151,53,128,30,12,1
ACTA-10102056012,10102,10102056012,12,401,44,39,15,38,0,4,1
ACTA-10103056013,10103,10103056013,13,595,83,89,69,52,13,14,1
ACTA-10201056014,10201,10201056014,14,678,90,131,118,68,17,0,1
ACTA-10202056015,10202,10202056015,15,660,82,33,113,126,5,18,1
ACTA-10301056016,10301,10301056016,16,701,145,99,41,11,31,11,1
ACTA-10302056017,10302,10302056017,17,649,127,84,87,87,9,23,1
ACTA-10303056018,10303,10303056018,18,578,3,8,57,70,21,22,1
ACTA-10304056019,10304,10304056019,19,763,116,135,140,86,10,37,1
ACTA-10401056020,10401,10401056020,20,732,121,64,129,99,18,20,1
ACTA-10402057001,10402,10402057001,1,791,32,38,113,86,14,35,1
ACTA-10403057002,10403,10403057002,2,411,7,99,52,71,18,6,1
ACTA-10404057003,10404,10404057003,3,577,113,40,110,95,21,28,1
ACTA-10405057004,10405,10405057004,4,191,2,8,30,24,8,2,1
ACTA-10501057005,10501,10501057005,5,195,35,5,30,36,9,2,1
ACTA-10101057006,10101,10101057006,6,690,134,41,132,33,21,7,1
ACTA-10102057007,10102,10102057007,7,444,87,79,11,58,0,21,1
ACTA-10103057008,10103,10103057008,8,255,29,15,48,38,7,3,1
