nro_acta,codigo_territorial,codigo_mesa,nro_mesa,nro_votantes,partido1,partido2,partido3,partido4,votos_blancos,votos_nulos,registrado_por
ACTA-10405038009,10405,10405038009,9,670,158,129,24,72,27,3,1
ACTA-ERROR-10501038010,10501,10501038010,10,209,209,27,51,21,18,12,1
ACTA-10101038011,10101,10101038011,11,834,121,94,148,6,2,41,1
ACTA-10102038012,10102,10102038012,12,390,64,66,14,72,4,16,1
ACTA-10103038013,10103,10103038013,13,561,108,105,73,99,12,25,1
ACTA-10201038014,10201,10201038014,14,337,17,84,35,22,0,12,1
ACTA-10202038015,10202,10202038015,15,427,73,106,32,29,12,21,1
ACTA-10301038016,10301,10301038016,16,222,55,43,31,9,5,4,1
ACTA-10302038017,10302,10302038017,17,573,64,6,88,57,22,7,1
ACTA-10303038018,10303,10303038018,18,810,56,89,21,28,7,30,1
ACTA-10304038019,10304,10304038019,19,621,52,66,3,22,17,24,1
ACTA-ERROR-10401038020,10401,10401038020,20,563,563,73,53,53,14,21,1
ACTA-10402039001,10402,10402039001,1,448,40,29,44,52,9,18,1
ACTA-10403039002,10403,10403039002,2,875,47,188,141,55,42,3,1
ACTA-10404039003,10404,10404039003,3,579,76,75,33,53,17,0,1
ACTA-10405039004,10405,10405039004,4,512,103,52,83,17,20,0,1
ACTA-10501039005,10501,10501039005,5,582,134,124,74,72,15,2,1
ACTA-10101039006,10101,10101039006,6,470,79,12,66,78,6,22,1
ACTA-10102039007,10102,10102039007,7,797,139,22,13,5,32,10,1
ACTA-10103039008,10103,10103039008,8,826,71,78,111,43,34,6,1
ACTA-10201039009,10201,10201039009,9,530,79,111,64,15,8,15,1
ACTA-ERROR-10202039010,10202,10202039010,10,712,712,59,38,42,9,26,1
ACTA-10301039011,10301,10301039011,11,920,140,35,30,102,28,38,1
ACTA-10302039012,10302,10302039012,12,328,53,23,31,57,2,14,1
ACTA-10303039013,10303,10303039013,13,741,156,68,43,80,24,20,1
ACTA-10304039014,10304,10304039014,14,706,160,159,35,46,28,1,1
ACTA-10401039015,10401,10401039015,15,544,108,128,53,70,5,1,1
ACTA-10402039016,10402,10402039016,16,354,37,84,9,16,4,7,1
ACTA-10403039017,10403,10403039017,17,179,14,18,24,17,8,2,1
ACTA-10404039018,10404,10404039018,18,277,50,62,11,49,7,8,1
ACTA-10405039019,10405,10405039019,19,394,8,1,19,43,0,4,1
ACTA-ERROR-10501039020,10501,10501039020,20,241,241,47,27,40,17,18,1
ACTA-10101040001,10101,10101040001,1,460,28,11,70,44,14,13,1
ACTA-10102040002,10102,10102040002,2,453,45,47,78,26,14,12,1
ACTA-10103040003,10103,10103040003,3,585,72,73,70,88,20,14,1
ACTA-10201040004,10201,10201040004,4,582,78,96,22,23,11,19,1
ACTA-10202040005,10202,10202040005,5,675,139,125,134,31,15,3,1
ACTA-10301040006,10301,10301040006,6,613,59,121,118,104,8,14,1
ACTA-10302040007,10302,10302040007,7,334,73,14,15,22,2,0,1
ACTA-10303040008,10303,10303040008,8,792,188,64,102,111,37,5,1
ACTA-10304040009,10304,10304040009,9,551,28,124,110,34,8,26,1
ACTA-ERROR-10401040010,10401,10401040010,10,171,171,45,54,58,29,17,1
ACTA-10402040011,10402,10402040011,11,727,133,168,3,64,9,1,1
ACTA-10403040012,10403,10403040012,12,661,157,3,83,98,27,3,1
ACTA-10404040013,10404,10404040013,13,442,34,44,49,85,22,1,1
ACTA-10405040014,10405,10405040014,14,681,132,113,105,60,28,11,1
ACTA-10501040015,10501,10501040015,15,948,195,175,148,67,45,15,1
ACTA-10101040016,10101,10101040016,16,317,42,22,46,42,2,1,1
ACTA-10102040017,10102,10102040017,17,766,25,8,92,106,34,27,1
ACTA-10103040018,10103,10103040018,18,548,31,67,66,2,27,9,1
ACTA-10201040019,10201,10201040019,19,788,22,179,104,41,37,27,1
ACTA-ERROR-10202040020,10202,10202040020,20,205,205,35,52,44,9,29,1
ACTA-10301041001,10301,10301041001,1,468,56,58,63,73,3,20,1
ACTA-10302041002,10302,10302041002,2,347,84,38,54,11,13,12,1
ACTA-10303041003,10303,10303041003,3,403,45,13,77,27,11,15,1
ACTA-10304041004,10304,10304041004,4,154,2,32,26,11,6,4,1
ACTA-10401041005,10401,10401041005,5,924,143,142,145,109,12,34,1
ACTA-10402041006,10402,10402041006,6,773,54,58,110,4,23,22,1
ACTA-10403041007,10403,10403041007,7,939,13,124,155,135,24,32,1
ACTA-10404041008,10404,10404041008,8,846,47,61,74,11,14,41,1
ACTA-10405041009,10405,10405041009,9,382,27,64,23,23,0,3,1
ACTA-ERROR-10501041010,10501,10501041010,10,582,582,64,43,15,17,8,1
ACTA-10101041011,10101,10101041011,11,577,117,61,56,67,0,8,1
ACTA-10102041012,10102,10102041012,12,233,41,21,11,24,7,11,1
ACTA-10103041013,10103,10103041013,13,253,13,58,7,42,1,3,1
ACTA-10201041014,10201,10201041014,14,380,9,68,3,75,14,19,1
ACTA-10202041015,10202,10202041015,15,301,40,42,24,10,2,5,1
ACTA-10301041016,10301,10301041016,16,152,21,33,5,16,1,0,1
ACTA-10302041017,10302,10302041017,17,255,61,9,37,23,0,1,1
ACTA-10303041018,10303,10303041018,18,449,3,96,45,27,14,19,1
ACTA-10304041019,10304,10304041019,19,510,64,83,7,64,6,8,1
ACTA-ERROR-10401041020,10401,10401041020,20,667,667,63,24,20,19,16,1
ACTA-10402042001,10402,10402042001,1,895,142,132,115,21,33,11,1
ACTA-10403042002,10403,10403042002,2,243,43,10,43,8,12,7,1
ACTA-10404042003,10404,10404042003,3,154,18,32,30,30,7,6,1
ACTA-10405042004,10405,10405042004,4,440,68,54,79,88,15,9,1
ACTA-10501042005,10501,10501042005,5,904,27,140,159,135,36,17,1
ACTA-10101042006,10101,10101042006,6,635,117,10,109,46,25,11,1
ACTA-10102042007,10102,10102042007,7,853,61,79,30,113,11,24,1
ACTA-10103042008,10103,10103042008,8,250,12,52,16,18,9,12,1
ACTA-10201042009,10201,10201042009,9,585,67,16,112,113,28,0,1
ACTA-ERROR-10202042010,10202,10202042010,10,420,420,22,29,52,25,15,1
ACTA-10301042011,10301,10301042011,11,484,55,115,15,76,19,2,1
ACTA-10302042012,10302,10302042012,12,332,8,76,38,30,6,15,1
ACTA-10303042013,10303,10303042013,13,196,0,40,4,6,3,3,1
ACTA-10304042014,10304,10304042014,14,485,108,108,13,83,15,7,1
ACTA-10401042015,10401,10401042015,15,659,9,37,48,101,9,24,1
ACTA-10402042016,10402,10402042016,16,632,56,15,37,51,10,22,1
ACTA-10403042017,10403,10403042017,17,275,3,51,32,12,1,8,1
ACTA-10404042018,10404,10404042018,18,607,45,151,41,106,28,7,1
ACTA-10405042019,10405,10405042019,19,735,148,64,63,50,3,6,1
ACTA-ERROR-10501042020,10501,10501042020,20,785,785,48,14,13,28,9,1
ACTA-10101043001,10101,10101043001,1,797,4,174,102,39,14,29,1
ACTA-10102043002,10102,10102043002,2,468,38,102,31,62,22,3,1
ACTA-10103043003,10103,10103043003,3,275,46,10,54,9,3,6,1
ACTA-10201043004,10201,10201043004,4,442,30,88,79,19,6,8,1
ACTA-10202043005,10202,10202043005,5,587,105,1,104,7,12,23,1
ACTA-10301043006,10301,10301043006,6,355,4,54,69,1,15,0,1
ACTA-10302043007,10302,10302043007,7,784,86,104,15,54,31,33,1
ACTA-10303043008,10303,10303043008,8,248,47,45,14,11,10,6,1
ACTA-10304043009,10304,10304043009,9,894,210,35,63,70,5,25,1
ACTA-ERROR-10401043010,10401,10401043010,10,849,849,71,54,42,16,22,1
ACTA-10402043011,10402,10402043011,11,747,100,50,85,118,10,33,1
ACTA-10403043012,10403,10403043012,12,532,47,32,13,0,21,20,1
ACTA-10404043013,10404,10404043013,13,429,95,48,5,85,10,18,1
ACTA-10405043014,10405,10405043014,14,267,9,44,12,14,12,2,1
ACTA-10501043015,10501,10501043015,15,451,13,57,73,54,18,9,1
ACTA-10101043016,10101,10101043016,16,347,2,39,66,60,5,3,1
ACTA-10102043017,10102,10102043017,17,353,1,83,68,68,12,13,1
ACTA-10103043018,10103,10103043018,18,544,26,83,45,63,24,3,1
ACTA-10201043019,10201,10201043019,19,513,126,68,69,9,0,16,1
ACTA-ERROR-10202043020,10202,10202043020,20,638,638,30,46,59,25,20,1
ACTA-10301044001,10301,10301044001,1,678,39,2,96,85,20,20,1
ACTA-10302044002,10302,10302044002,2,647,63,160,105,14,7,26,1
ACTA-10303044003,10303,10303044003,3,265,36,5,4,11,8,0,1
ACTA-10304044004,10304,10304044004,4,785,57,55,108,19,32,10,1
ACTA-10401044005,10401,10401044005,5,839,70,71,72,129,22,16,1
ACTA-10402044006,10402,10402044006,6,483,25,113,91,58,8,24,1
ACTA-10403044007,10403,10403044007,7,152,28,3,19,1,1,1,1
ACTA-10404044008,10404,10404044008,8,607,60,77,83,43,28,0,1
ACTA-10405044009,10405,10405044009,9,228,3,29,27,36,11,10,1
ACTA-ERROR-10501044010,10501,10501044010,10,371,371,36,35,16,8,30,1
ACTA-10101044011,10101,10101044011,11,362,83,34,58,67,14,2,1
ACTA-10102044012,10102,10102044012,12,543,50,135,59,64,19,4,1
ACTA-10103044013,10103,10103044013,13,386,49,79,68,23,9,14,1
ACTA-10201044014,10201,10201044014,14,322,50,41,46,15,9,15,1
ACTA-10202044015,10202,10202044015,15,654,22,13,19,33,13,7,1
ACTA-10301044016,10301,10301044016,16,553,92,63,65,95,14,12,1
ACTA-10302044017,10302,10302044017,17,676,54,126,12,127,21,17,1
ACTA-10303044018,10303,10303044018,18,154,10,24,6,25,3,1,1
ACTA-10304044019,10304,10304044019,19,686,38,74,93,57,5,8,1
ACTA-ERROR-10401044020,10401,10401044020,20,368,368,53,11,56,20,9,1
ACTA-10402045001,10402,10402045001,1,355,22,55,45,1,6,15,1
ACTA-10403045002,10403,10403045002,2,425,23,5,17,84,5,11,1
ACTA-10404045003,10404,10404045003,3,812,112,90,131,58,13,24,1
ACTA-10405045004,10405,10405045004,4,676,53,103,50,119,25,2,1
ACTA-10501045005,10501,10501045005,5,766,16,90,149,4,38,5,1
ACTA-10101045006,10101,10101045006,6,611,18,35,37,62,25,19,1
ACTA-10102045007,10102,10102045007,7,202,13,48,13,9,9,4,1
ACTA-10103045008,10103,10103045008,8,933,80,35,19,82,33,39,1
ACTA-10201045009,10201,10201045009,9,272,58,42,24,20,9,4,1
ACTA-ERROR-10202045010,10202,10202045010,10,693,693,45,20,48,7,8,1
ACTA-10301045011,10301,10301045011,11,225,40,33,25,4,11,7,1
ACTA-10302045012,10302,10302045012,12,487,75,98,12,75,0,3,1
ACTA-10303045013,10303,10303045013,13,572,140,96,98,107,10,13,1
ACTA-10304045014,10304,10304045014,14,247,7,14,25,20,0,0,1
ACTA-10401045015,10401,10401045015,15,777,168,114,50,51,25,21,1
ACTA-10402045016,10402,10402045016,16,236,48,3,19,10,7,10,1
ACTA-10403045017,10403,10403045017,17,831,21,6,136,118,29,9,1
ACTA-10404045018,10404,10404045018,18,389,66,84,29,61,17,3,1
ACTA-10405045019,10405,10405045019,19,867,151,163,173,29,42,22,1
ACTA-ERROR-10501045020,10501,10501045020,20,593,593,67,60,24,6,5,1
ACTA-10101046001,10101,10101046001,1,676,43,127,85,23,12,23,1
ACTA-10102046002,10102,10102046002,2,630,65,3,13,66,13,19,1
ACTA-10103046003,10103,10103046003,3,209,45,49,21,38,9,9,1
ACTA-10201046004,10201,10201046004,4,590,23,43,45,66,5,9,1
ACTA-10202046005,10202,10202046005,5,842,50,17,135,128,18,15,1
ACTA-10301046006,10301,10301046006,6,718,96,96,29,101,29,31,1
ACTA-10302046007,10302,10302046007,7,435,13,32,35,6,21,11,1
ACTA-10303046008,10303,10303046008,8,535,115,32,83,23,10,20,1
ACTA-10304046009,10304,10304046009,9,233,55,49,9,11,3,3,1
ACTA-ERROR-10401046010,10401,10401046010,10,378,378,41,58,57,19,8,1
ACTA-10402046011,10402,10402046011,11,561,40,106,56,36,23,22,1
ACTA-10403046012,10403,10403046012,12,430,56,34,38,55,20,17,1
ACTA-10404046013,10404,10404046013,13,838,159,50,75,67,37,40,1
ACTA-10405046014,10405,10405046014,14,277,43,61,45,10,6,9,1
ACTA-10501046015,10501,10501046015,15,268,33,20,40,1,2,10,1
ACTA-10101046016,10101,10101046016,16,446,89,96,79,75,13,13,1
ACTA-10102046017,10102,10102046017,17,819,2,132,136,121,18,7,1
ACTA-10103046018,10103,10103046018,18,672,113,58,77,1,27,12,1
ACTA-10201046019,10201,10201046019,19,364,22,47,24,30,9,13,1
ACTA-ERROR-10202046020,10202,10202046020,20,655,655,55,31,45,16,25,1
ACTA-10301047001,10301,10301047001,1,436,88,51,1,0,16,16,1
ACTA-10302047002,10302,10302047002,2,723,102,11,50,115,17,2,1
ACTA-10303047003,10303,10303047003,3,264,12,66,24,36,7,8,1
ACTA-10304047004,10304,10304047004,4,442,24,36,40,74,11,1,1
ACTA-10401047005,10401,10401047005,5,387,71,48,56,0,1,6,1
ACTA-10402047006,10402,10402047006,6,682,100,168,89,27,3,1,1
ACTA-10403047007,10403,10403047007,7,859,202,44,83,136,25,33,1
ACTA-10404047008,10404,10404047008,8,246,48,7,27,14,0,1,1
ACTA-10405047009,10405,10405047009,9,589,111,110,57,58,16,10,1
ACTA-ERROR-10501047010,10501,10501047010,10,438,438,58,42,30,18,30,1
ACTA-10101047011,10101,10101047011,11,718,165,38,50,132,5,26,1
ACTA-10102047012,10102,10102047012,12,600,134,68,102,25,18,11,1
ACTA-10103047013,10103,10103047013,13,638,125,14,99,98,30,26,1
ACTA-10201047014,10201,10201047014,14,336,3,84,33,1,9,10,1
ACTA-10202047015,10202,10202047015,15,167,11,15,18,32,1,5,1
ACTA-10301047016,10301,10301047016,16,167,32,3,24,0,0,7,1
ACTA-10302047017,10302,10302047017,17,368,4,38,20,19,5,10,1
ACTA-10303047018,10303,10303047018,18,289,27,67,2,39,4,10,1
ACTA-10304047019,10304,10304047019,19,927,49,52,45,22,40,22,1
ACTA-ERROR-10401047020,10401,10401047020,20,197,197,23,43,24,10,9,1
ACTA-10402048001,10402,10402048001,1,303,72,6,29,39,6,2,1
ACTA-10403048002,10403,10403048002,2,440,57,4,48,49,12,5,1
ACTA-10404048003,10404,10404048003,3,312,40,26,30,37,11,5,1
ACTA-10405048004,10405,10405048004,4,380,65,5,20,41,3,13,1
ACTA-10501048005,10501,10501048005,5,727,176,167,50,87,5,36,1
ACTA-10101048006,10101,10101048006,6,180,14,37,32,28,1,8,1
ACTA-10102048007,10102,10102048007,7,685,80,54,27,101,17,19,1
ACTA-10103048008,10103,10103048008,8,409,52,92,66,1,20,1,1
ACTA-10201048009,10201,10201048009,9,727,127,56,66,87,11,13,1
ACTA-ERROR-10202048010,10202,10202048010,10,531,531,26,56,26,9,15,1
ACTA-10301048011,10301,10301048011,11,495,7,6,90,85,9,1,1
ACTA-10302048012,10302,10302048012,12,906,82,2,162,170,19,42,1
ACTA-10303048013,10303,10303048013,13,183,2,9,17,7,7,8,1
ACTA-10304048014,10304,10304048014,14,281,17,68,38,23,12,13,1
ACTA-10401048015,10401,10401048015,15,342,85,0,5,10,10,15,1
ACTA-10402048016,10402,10402048016,16,319,16,69,33,31,9,3,1
ACTA-10403048017,10403,10403048017,17,938,118,147,176,75,25,6,1
ACTA-10404048018,10404,10404048018,18,797,96,34,122,56,25,1,1
ACTA-10405048019,10405,10405048019,19,833,124,35,19,21,31,14,1
ACTA-ERROR-10501048020,10501,10501048020,20,704,704,54,54,50,28,7,1
ACTA-10101049001,10101,10101049001,1,689,94,37,118,118,15,6,1
ACTA-10102049002,10102,10102049002,2,326,36,65,12,5,8,6,1
ACTA-10103049003,10103,10103049003,3,446,44,104,59,52,7,5,1
ACTA-10201049004,10201,10201049004,4,466,30,14,8,44,10,6,1
ACTA-10202049005,10202,10202049005,5,707,47,172,125,45,13,15,1
ACTA-10301049006,10301,10301049006,6,164,40,34,32,32,4,3,1
ACTA-10302049007,10302,10302049007,7,696,167,57,17,43,26,20,1
ACTA-10303049008,10303,10303049008,8,301,45,44,60,13,13,9,1
ACTA-10304049009,10304,10304049009,9,774,32,72,12,29,22,25,1
ACTA-ERROR-10401049010,10401,10401049010,10,918,918,65,39,12,17,13,1
ACTA-10402049011,10402,10402049011,11,381,83,44,44,6,5,18,1
ACTA-10403049012,10403,10403049012,12,252,32,42,30,22,2,11,1
ACTA-10404049013,10404,10404049013,13,286,47,65,56,13,12,9,1
ACTA-10405049014,10405,10405049014,14,801,37,154,26,40,18,22,1
ACTA-10501049015,10501,10501049015,15,351,25,4,58,51,17,7,1
ACTA-10101049016,10101,10101049016,16,807,54,38,151,43,20,22,1
ACTA-10102049017,10102,10102049017,17,287,61,45,23,36,8,6,1
ACTA-10103049018,10103,10103049018,18,774,98,162,112,61,5,1,1
ACTA-10201049019,10201,10201049019,19,814,141,199,155,19,22,28,1
ACTA-ERROR-10202049020,10202,10202049020,20,590,590,65,60,45,25,24,1
ACTA-10301050001,10301,10301050001,1,682,95,141,65,96,11,15,1
ACTA-10302050002,10302,10302050002,2,171,29,17,18,24,4,8,1
ACTA-10303050003,10303,10303050003,3,910,158,0,83,36,31,1,1
ACTA-10304050004,10304,10304050004,4,234,37,28,3,39,4,2,1
ACTA-10401050005,10401,10401050005,5,515,127,72,9,23,8,19,1
ACTA-10402050006,10402,10402050006,6,795,66,139,98,77,15,32,1
ACTA-10403050007,10403,10403050007,7,773,114,87,36,100,4,21,1
ACTA-10404050008,10404,10404050008,8,429,5,9,71,40,4,0,1
ACTA-10405050009,10405,10405050009,9,818,188,37,44,95,1,31,1
ACTA-ERROR-10501050010,10501,10501050010,10,883,883,58,59,20,28,11,1
ACTA-10101050011,10101,10101050011,11,404,72,42,20,52,10,6,1
ACTA-10102050012,10102,10102050012,12,515,20,16,1,43,1,24,1
ACTA-10103050013,10103,10103050013,13,315,75,62,12,15,3,14,1
ACTA-10201050014,10201,10201050014,14,849,23,24,169,65,8,9,1
ACTA-10202050015,10202,10202050015,15,406,77,54,66,55,14,1,1
ACTA-10301050016,10301,10301050016,16,373,25,1,74,57,12,16,1
ACTA-10302050017,10302,10302050017,17,815,144,92,13,34,4,40,1
ACTA-10303050018,10303,10303050018,18,644,13,76,58,126,20,5,1
ACTA-10304050019,10304,10304050019,19,306,26,57,8,8,11,6,1
ACTA-ERROR-10401050020,10401,10401050020,20,550,550,28,11,26,24,19,1
ACTA-10402051001,10402,10402051001,1,899,197,25,40,48,6,9,1
ACTA-10403051002,10403,10403051002,2,283,0,55,1,43,9,5,1
ACTA-10404051003,10404,10404051003,3,874,44,83,100,120,36,13,1
ACTA-10405051004,10405,10405051004,4,448,52,92,3,83,7,9,1
ACTA-10501051005,10501,10501051005,5,466,89,47,21,41,14,5,1
ACTA-10101051006,10101,10101051006,6,445,52,86,56,30,20,16,1
ACTA-10102051007,10102,10102051007,7,845,133,186,32,165,6,18,1
ACTA-10103051008,10103,10103051008,8,592,124,91,106,82,0,18,1
ACTA-10201051009,10201,10201051009,9,285,21,36,18,25,10,4,1
ACTA-ERROR-10202051010,10202,10202051010,10,830,830,67,54,54,18,9,1
ACTA-10301051011,10301,10301051011,11,314,56,32,44,24,14,12,1
ACTA-10302051012,10302,10302051012,12,661,69,79,75,87,19,5,1
ACTA-10303051013,10303,10303051013,13,801,114,114,150,29,18,36,1
ACTA-10304051014,10304,10304051014,14,862,173,68,132,23,9,1,1
ACTA-10401051015,10401,10401051015,15,316,43,57,63,33,2,7,1
ACTA-10402051016,10402,10402051016,16,444,91,79,52,63,11,7,1
ACTA-10403051017,10403,10403051017,17,421,82,10,11,57,15,18,1
ACTA-10404051018,10404,10404051018,18,789,162,71,71,111,7,4,1
ACTA-10405051019,10405,10405051019,19,793,49,198,136,119,13,28,1
ACTA-ERROR-10501051020,10501,10501051020,20,538,538,52,55,10,29,28,1
ACTA-10101052001,10101,10101052001,1,433,84,76,23,81,10,13,1
ACTA-10102052002,10102,10102052002,2,738,149,145,21,126,15,4,1
ACTA-10103052003,10103,10103052003,3,944,183,226,113,66,31,32,1
ACTA-10201052004,10201,10201052004,4,151,30,12,0,21,3,6,1
ACTA-10202052005,10202,10202052005,5,949,111,135,177,45,4,47,1
ACTA-10301052006,10301,10301052006,6,438,70,101,47,79,1,12,1
ACTA-10302052007,10302,10302052007,7,445,9,19,89,52,20,6,1
ACTA-10303052008,10303,10303052008,8,564,17,102,78,38,24,28,1
ACTA-10304052009,10304,10304052009,9,434,70,91,28,77,1,1,1
ACTA-ERROR-10401052010,10401,10401052010,10,798,798,20,60,33,13,11,1
ACTA-10402052011,10402,10402052011,11,894,11,115,112,134,34,25,1
ACTA-10403052012,10403,10403052012,12,686,132,40,85,120,6,12,1
ACTA-10404052013,10404,10404052013,13,387,10,91,58,14,8,6,1
ACTA-10405052014,10405,10405052014,14,532,61,41,42,43,15,18,1
ACTA-10501052015,10501,10501052015,15,544,108,30,90,55,26,22,1
ACTA-10101052016,10101,10101052016,16,406,91,39,80,5,15,19,1
ACTA-10102052017,10102,10102052017,17,674,57,88,83,77,7,18,1
ACTA-10103052018,10103,10103052018,18,748,158,186,132,114,24,3,1
ACTA-10201052019,10201,10201052019,19,452,58,58,48,69,16,16,1
ACTA-ERROR-10202052020,10202,10202052020,20,294,294,35,17,56,28,16,1
ACTA-10301053001,10301,10301053001,1,638,132,105,10,35,19,14,1
ACTA-10302053002,10302,10302053002,2,387,2,11,5,17,12,2,1
ACTA-10303053003,10303,10303053003,3,900,55,141,162,117,14,8,1
ACTA-10304053004,10304,10304053004,4,446,4,78,26,37,14,9,1
ACTA-10401053005,10401,10401053005,5,544,37,82,86,72,1,16,1
ACTA-10402053006,10402,10402053006,6,661,164,69,67,40,20,12,1
ACTA-10403053007,10403,10403053007,7,910,56,165,3,105,40,30,1
ACTA-10404053008,10404,10404053008,8,209,36,20,2,40,8,3,1
ACTA-10405053009,10405,10405053009,9,151,14,5,9,11,5,6,1
ACTA-ERROR-10501053010,10501,10501053010,10,844,844,20,49,38,26,14,1
ACTA-10101053011,10101,10101053011,11,935,225,50,8,92,31,2,1
ACTA-10102053012,10102,10102053012,12,607,24,69,24,43,29,6,1
ACTA-10103053013,10103,10103053013,13,582,38,7,19,45,6,24,1
ACTA-10201053014,10201,10201053014,14,561,54,40,91,112,22,20,1
ACTA-10202053015,10202,10202053015,15,210,25,31,27,6,8,2,1
ACTA-10301053016,10301,10301053016,16,497,52,80,81,57,22,20,1
ACTA-10302053017,10302,10302053017,17,319,13,41,41,20,4,15,1
ACTA-10303053018,10303,10303053018,18,553,36,117,93,23,13,12,1
ACTA-10304053019,10304,10304053019,19,472,20,51,28,76,21,21,1
ACTA-ERROR-10401053020,10401,10401053020,20,864,864,52,47,22,27,10,1
ACTA-10402054001,10402,10402054001,1,947,181,183,176,7,31,33,1
ACTA-10403054002,10403,10403054002,2,914,167,205,9,122,2,12,1
ACTA-10404054003,10404,10404054003,3,454,7,26,67,85,12,21,1
ACTA-10405054004,10405,10405054004,4,612,14,5,54,80,26,20,1
ACTA-10501054005,10501,10501054005,5,673,8,116,109,12,12,6,1
ACTA-10101054006,10101,10101054006,6,652,8,141,112,127,27,15,1
ACTA-10102054007,10102,10102054007,7,462,78,61,19,42,18,7,1
ACTA-10103054008,10103,10103054008,8,772,169,15,37,105,19,0,1
ACTA-10201054009,10201,10201054009,9,368,2,73,45,66,5,4,1
ACTA-ERROR-10202054010,10202,10202054010,10,608,608,64,10,41,9,8,1
ACTA-10301054011,10301,10301054011,11,290,35,70,24,5,3,3,1
ACTA-10302054012,10302,10302054012,12,733,1,49,130,38,5,36,1
ACTA-10303054013,10303,10303054013,13,172,17,3,25,17,0,0,1
ACTA-10304054014,10304,10304054014,14,938,151,152,30,102,42,23,1
ACTA-10401054015,10401,10401054015,15,842,76,6,134,58,36,17,1
ACTA-10402054016,10402,10402054016,16,324,29,66,28,62,1,7,1
ACTA-10403054017,10403,10403054017,17,157,21,16,22,30,5,0,1
ACTA-10404054018,10404,10404054018,18,566,133,43,32,15,13,19,1
ACTA-10405054019,10405,10405054019,19,458,27,66,83,31,19,5,1
ACTA-ERROR-10501054020,10501,10501054020,20,461,461,58,39,20,10,18,1
ACTA-10101055001,10101,10101055001,1,735,67,20,113,21,9,31,1
ACTA-10102055002,10102,10102055002,2,613,126,123,82,25,15,27,1
ACTA-10103055003,10103,10103055003,3,921,144,139,58,94,3,10,1
ACTA-10201055004,10201,10201055004,4,666,79,100,117,37,4,12,1
ACTA-10202055005,10202,10202055005,5,572,40,111,47,67,0,8,1
ACTA-10301055006,10301,10301055006,6,745,40,135,109,77,11,30,1
ACTA-10302055007,10302,10302055007,7,790,149,145,95,60,23,32,1
ACTA-10303055008,10303,10303055008,8,895,222,36,78,126,11,22,1
ACTA-10304055009,10304,10304055009,9,468,108,100,60,3,19,0,1
ACTA-ERROR-10401055010,10401,10401055010,10,372,372,75,49,29,28,15,1
ACTA-10402055011,10402,10402055011,11,257,26,1,22,5,1,7,1
ACTA-10403055012,10403,10403055012,12,320,72,21,41,8,8,9,1
ACTA-10404055013,10404,10404055013,13,772,137,122,94,20,11,29,1
ACTA-10405055014,10405,10405055014,14,382,65,84,6,54,12,15,1
ACTA-10501055015,10501,10501055015,15,271,57,22,46,24,2,6,1
ACTA-10101055016,10101,10101055016,16,698,170,133,2,8,16,30,1
ACTA-10102055017,10102,10102055017,17,710,8,95,63,32,25,20,1
ACTA-10103055018,10103,10103055018,18,645,158,52,9,14,16,26,1
ACTA-10201055019,10201,10201055019,19,155,16,10,8,30,3,4,1
ACTA-ERROR-10202055020,10202,10202055020,20,474,474,27,60,14,22,16,1
ACTA-10301056001,10301,10301056001,1,252,18,46,7,10,4,4,1
ACTA-10302056002,10302,10302056002,2,908,138,35,119,45,41,32,1
ACTA-10303056003,10303,10303056003,3,949,25,168,144,131,12,39,1
ACTA-10304056004,10304,10304056004,4,437,6,77,11,4,21,18,1
ACTA-10401056005,10401,10401056005,5,222,13,22,16,21,0,8,1
ACTA-10402056006,10402,10402056006,6,150,19,21,13,23,4,2,1
ACTA-10403056007,10403,10403056007,7,867,20,107,98,74,42,27,1
ACTA-10404056008,10404,10404056008,8,702,145,88,26,32,23,3,1
ACTA-10405056009,10405,10405056009,9,849,103,80,64,112,6,20,1
ACTA-ERROR-10501056010,10501,10501056010,10,197,197,73,44,15,24,5,1
ACTA-10101056011,10101,10101056011,11,357,14,51,22,14,8,15,1
ACTA-10102056012,10102,10102056012,12,550,82,69,101,95,14,3,1
ACTA-10103056013,10103,10103056013,13,328,15,32,35,39,15,6,1
ACTA-10201056014,10201,10201056014,14,234,48,34,23,40,2,10,1
ACTA-10202056015,10202,10202056015,15,637,45,112,12,22,16,17,1
ACTA-10301056016,10301,10301056016,16,341,36,60,64,11,7,14,1
ACTA-10302056017,10302,10302056017,17,583,72,122,65,5,19,5,1
ACTA-10303056018,10303,10303056018,18,729,162,176,63,22,19,12,1
ACTA-10304056019,10304,10304056019,19,757,133,68,19,5,26,24,1
ACTA-ERROR-10401056020,10401,10401056020,20,429,429,53,21,16,30,30,1
ACTA-10402057001,10402,10402057001,1,261,39,15,38,24,3,5,1
ACTA-10403057002,10403,10403057002,2,315,49,33,6,44,1,15,1
ACTA-10404057003,10404,10404057003,3,226,54,49,20,36,4,8,1
ACTA-10405057004,10405,10405057004,4,499,12,37,97,54,5,13,1
ACTA-10501057005,10501,10501057005,5,464,39,103,66,70,6,5,1
ACTA-10101057006,10101,10101057006,6,873,4,27,166,101,30,16,1
ACTA-10102057007,10102,10102057007,7,692,16,62,33,17,26,28,1
ACTA-10103057008,10103,10103057008,8,515,73,42,55,51,16,16,1
ACTA-10201057009,10201,10201057009,9,478,78,44,19,35,7,6,1
